mark,title,price,price_adjusted,link,addr,社區,車位費,管理費,poster,養寵物,提供設備,格局,坪數,樓層,型態,id,fetched,desc,連絡電話,性別要求,城市,屋主自行刊登
,中山國小站美居雙人沙發獨洗附流理台低樓層,12000,12000,https://rent.591.com.tw/rent-detail-12388349.html,中山區民族東路,,,無,仲介: 阿KEN (收服務費),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 沙發, 桌椅",獨立套房,8坪,2F/4F,公寓,12388349,2022-04-25,"※本房採光通風不錯，並一律採用氣密隔音窗，不過窗戶面大馬路，多少還是會有一些車流聲，走到捷運中山國小站約8-10分鐘，可接受者再請來電，感激不盡 ※♠ 齊富嚴選 因為您值得 ♠♪ 交通方便，公車路線多，近捷運中山國小站、晴光商圈♪♪ 網路、水、第四台都包，房東幫您省很大~ ♪♪ 生活機能讚，食衣住行一次滿足~ ♪♪ 家具、家電設備都有附，一卡皮箱就可以輕鬆入住囉!! ♪♪ 專人管理，讓您住的放心，租的安心♪好房子是不等人的 想要租到好房子  最忌諱猶豫不決~預約看屋熱線 0986-528-612 阿KEN♦本房衛浴為獨立使用，共用部分為大門、走道♦※水費多1人住每月會多收100元喔，電全年一度為5.5元，獨立電表※♣提醒您，簽約時會收取租金的五成為服務費喔♣☀全面謝絕八大特種行業、禁養寵物和禁菸喔~ ☀￡ 來電時間: PM 12:00 ~ PM 22:00，其餘時間請改發簡訊，感謝￡【齊富不動產有限公司】 (95)屏縣字第00041號
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近民族東路口公車站、大同大學公車站、中山國小捷運站。",0986-528-612,男女皆可,Taipei,no
,信義安和站~隔3房~視野好~,30000,32969,https://rent.591.com.tw/rent-detail-12423099.html,信義區光復南路,,,"2,969元/月",仲介: 百事李先生 (收服務費),No,"冷氣, 熱水器, 衣櫃, 天然瓦斯, 桌子, 1陽台",3房1廳1衛,22.84坪,5F/13F,電梯大樓,12423099,2022-04-25,"信義安和站~交通便利~方正隔3間屋況佳~獨立冷氣~自用廁所~
本房屋近信義安和站捷運站。",0935-930-420,男女皆可,Taipei,no
,南軟MRT/7年新屋/1+1房車位/可寵,39999,44117,https://rent.591.com.tw/rent-detail-12491046.html,南港區松河街,,,"4,118元/月",仲介: 蔡先生 (收服務費),Yes,"冷氣, 熱水器, 衣櫃, 天然瓦斯, 1陽台, 電梯, 平面車位",2房2廳1衛,41.49坪,7F/14F,電梯大樓,12491046,2022-04-25,"Line ID:a0912315517超值好案~錯過不再◆特色：漂亮裝潢~1(雙人房)+1(更衣室)房~附免治馬桶~洗碗機◆交通：南港軟體園區捷運站約700公尺***********小叮嚀：帶看辛苦~成交後均會收取服務費***********☆☆☆☆☆看屋請提前電話預約☆☆☆☆☆經紀業：大三通不動產有限公司經紀人:102年新北經字002714號照片提供參考~如有變動~以現場為主~管理費社區偶會調整~管理費以最後簽約當下為準
本房屋近南港軟體園區捷運站。",0912-315-517,男女皆可,Taipei,no
,全新時尚厠所，屋況佳，全套傢俱家電,29900,29900,https://rent.591.com.tw/rent-detail-12456357.html,士林區中山北路六段290巷7弄29號,,,無,屋主: 高小姐,No,"冰箱, 洗衣機, 冷氣, 熱水器, 床, 衣櫃, 天然瓦斯, 沙發, 桌椅, 1陽台",3房2廳2衛,30.58坪,5F/5F,公寓,12456357,2022-04-25,"一間厠所重新裝修，即可入住地理位置優，生活機能佳士東國小，蘭雅國中學區走路到芝山捷運站，鄰近 幼兒園，士東市場，百貨公司，家樂福，克強游泳池，國小，國中棟距寬廣，邊間採光極佳方正明亮三房二廳二衛家電傢俱一應俱全一卡皮箱即可入住附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構。本房屋近士東國小公車站、蘭雅國中公車站、芝山捷運站
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構。
本房屋近士東國小公車站、蘭雅國中公車站、芝山捷運站。",0960-215-858,男女皆可,Taipei,yes
,MRT古亭/3年新小豪邸/2房/另大車位,37999,43149,https://rent.591.com.tw/rent-detail-12456028.html,中正區廈門街,,費用另計,"2,650元/月",仲介: 蔡先生 (收服務費),No,"冷氣, 熱水器, 天然瓦斯, 1陽台, 電梯, 平面車位",2房1廳1衛,26坪,8F/12F,電梯大樓,12456028,2022-04-25,"Line ID:a0912315517超值好案~錯過不再◆特色：3年新屋~崗石小豪邸~保全管理~公設齊全◆交通：古亭捷運站約750公尺***********小叮嚀：帶看辛苦~成交後均會收取服務費***********☆☆☆☆☆看屋請提前電話預約☆☆☆☆☆經紀業：大三通不動產有限公司經紀人:102年新北經字002714號照片提供參考~如有變動~以現場為主~管理費社區偶會調整~管理費以最後簽約當下為準
本房屋近古亭捷運站。",0912-315-517,男女皆可,Taipei,no
,巷內安靜.採光通風.附家具.地段一級棒,9500,9500,https://rent.591.com.tw/rent-detail-12472094.html,中山區吉林路329巷11號,,,無,仲介: 王先生 (收服務費),Yes,"洗衣機, 冷氣, 熱水器, 床, 衣櫃, 桌椅",獨立套房,8坪,2F/4F,公寓,12472094,2022-04-25,"巷內安靜.採光通風.附家具.地段一級棒租金含水費.網路.天染瓦斯費.有公用廚房.洗衣機.飲水機弘福房屋王先生0936-107-106
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近吉林路公車站。",0936-107-106,男女皆可,Taipei,no
,巷內安靜.採光通風.附家具.地段一級棒,9500,9500,https://rent.591.com.tw/rent-detail-12472094.html,中山區吉林路329巷11號,,,無,仲介: 王先生 (收服務費),Yes,"洗衣機, 冷氣, 熱水器, 床, 衣櫃, 桌椅",獨立套房,8坪,2F/4F,公寓,12472094,2022-04-25,"巷內安靜.採光通風.附家具.地段一級棒租金含水費.網路.天染瓦斯費.有公用廚房.洗衣機.飲水機弘福房屋王先生0936-107-106
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近吉林路公車站。",0936-107-106,男女皆可,Taipei,no
,文山區近捷運景美夜市商圈直接入住套房,8600,8600,https://rent.591.com.tw/rent-detail-12449634.html,文山區景美街63號,,,,代理人: 朱先生,No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 桌椅",獨立套房,6坪,4F/5F,公寓,12449634,2022-04-25,"超優生活機能→近市場、夜市、大賣場、景美橋河濱步道..........快速入住→家具俱全，可雙人直接入住、頂樓通風大型晒衣場.........   交通便利→捷運、公車站牌3分鐘.........另體恤代理人辛勞，若成交酌收租金1/2的佣金..........另備其它套房，可以好友一起分房入住，歡迎詢問………..
本房屋近景美捷運站公車站、景美捷運站。",0932-141-246,男女皆可,Taipei,no
,南京復興站精緻套房,12500,12500,https://rent.591.com.tw/rent-detail-12463332.html,松山區南京東路三段,,,,屋主: 陳先生 (仲介勿擾),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 桌椅",獨立套房,8坪,4F/4F,公寓,12463332,2022-04-25,"你每天花在交通紊亂的台北.要多少時間.住在黃金地段不是夢想.屋主自租.兄弟飯店旁.華航對面.全新裝潢.全新家電俱全.紫檀木地板.氣密窗.寬頻.第四台.豪華衞浴.磁卡門禁.24小時監視系統.樓下24小時便利商店.雙捷運南京復興站出口1分鐘.鬧中取靜.交通便利.限無炊.禁養寵物禁煙心動趕快來電.超值品味.百萬裝潢名師設計 .限正職需附名片
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近華航龍江公車站、華航公車站、南京復興捷運站、南京松江捷運站。",0921-650-080,男女皆可,Taipei,yes
x,民權西路MRT．全新大樓舒適小豪邸附陽台,30000,32500,https://rent.591.com.tw/rent-detail-12397123.html,中山區天祥路,,費用另計,,仲介: 劉小姐 (收服務費),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 天然瓦斯, 桌椅, 陽台, 電梯, 機械車位",獨立套房,19.26坪,4F/12F,電梯大樓,12397123,2022-04-25,"～幸福久久窩～995 Home Rental House『給您最幸福的租屋體驗』近民權西路捷運站步行1分鐘．交通便利，民權東西路是通往中山要道。周邊以住宅區為主，大樓有管理，住戶免追垃圾車，有代收郵件，生活好便利。稀有全新電梯大樓獨立美套房釋出，屋況佳，設備高檔，家俱可跟房東洽談需求，附有獨立陽台，曬衣、陽光通風好。此地段環境優良，難得釋出，錯過就不知道要等多久了，一屋難尋！有任何大小的問題，歡迎來電詢問再多的廣告詞，不如親臨現場好好的感受一下熱誠貼心服務態度，讓您看屋無壓力，好輕鬆！！！帶看辛苦-成交後酌收半個月服務費誠摯感謝您---------------------------------------------------------------------------------------------------------新築、ホテル式サービスを提供するマンション、優雅な内装、共用施設が充実。集会室、フィットネススタジオ、閲覧室つき。台北市内の新築をお探しなら、どうぞこちらへ。他にも階層、坪数など違う選択肢がありますので、是非ご連絡ください。---------------------------------------------------------------------------------------------------------A new furnished service apartment withallthehotel like amenities, includes community center, fitness centerandreadingarea.We provide our clientele with new properties in Taipei area, for any other available floors andsquare-foot, please contact us by phone.【預約看屋】幸福久久窩租屋詢問度高、成交快速！來電預約時間為每日09:00~21:00，若騎車及帶看中漏接電話，歡迎簡訊或Line聯繫：）Line ID：eunice139134，期待您預約免費看屋及諮詢服務～劉小姐 0919-573190富裕傳承管理顧問股份有限公司經紀人陳惠晴(104)桃市經字第001193號
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近民權西路捷運站。",0963-139-134,男女皆可,Taipei,no
,溫馨套房.低租金.生活機能好.巷內安靜,7700,7700,https://rent.591.com.tw/rent-detail-12486711.html,內湖區內湖路三段163巷8弄11號,,,無,仲介: 王先生 (收服務費),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃",獨立套房,6坪,5F/5F,公寓,12486711,2022-04-25,".巷內安靜.生活機能優.近金龍隧道租金含水費.無網路弘福房屋王先生0936-107-106LINE ID0936107106
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近金龍隧道公車站、內湖捷運站。",0936-107-106,男女皆可,Taipei,no
,內科園區江南街獨立洗脫烘變頻冷暖免治馬桶,16500,16500,https://rent.591.com.tw/rent-detail-12342251.html,內湖區江南街,,,,屋主: 李先生 (仲介勿擾),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 桌椅",分租套房,5坪,3F/5F,公寓,12342251,2022-04-25,"台北市內湖科技園區江南街瑞光路口三樓五星級精緻套房(詳如房屋照片中所示真實現況絕無欺騙) 屋主的理念：要提供自己都歡喜入住的居住條件給房客，要讓出外工作的朋友們有回家的溫暖感覺，這才是永續經營的良心事業。環境:1. 附近餐廳林立，近家樂福及全聯社超市7-11及萊爾富超商，生活機能極佳。2. 房屋棟距寬，隱私性佳，採光通風良好，環境整潔溫馨安靜。設備 : 1. 乾濕分離衛浴，TOTO免治馬桶，乾濕分離衛浴採光通風，不會潮溼發霉。2. 大金冷暖變頻分離式獨立空調，舒適省電安靜，每月可省下數百元電費。3. 個人專屬獨立使用之滾筒式洗脫烘洗衣機，不與他人共用，方便安全衛生4. 個人專用120 M寬頻免費上網，備有電話接頭可申請中華電信市內電話。5. 雙玄關電子鎖大門，使用悠遊卡即可設定，出入方便居家安全更有保障6. 鋪設耐磨式地板冬暖夏涼，人性化高雅設計乾淨易清理。7. 使用3M淨水生飲設備，飲水方便安全衛生。鄰居 : 目前住戶均為生活習慣良好，不抽煙不飼養寵物之單純上班族。交通 : 公車 :1. 西湖圖書館站 : (0東、110、21、214、222、247、267、28、 286、287、620、652、677、紅2、藍20等)。2. 瑞光港墘路口 : (21、286、645、902、內科通勤專車、紅31、紅3、圓山站一內科、藍27、藍7..等。3. 捷運站 : 港墘捷運站。4. 堤頂交流道、市民大道、環東快速道路。歡迎具良好生活習慣，不抽煙不飼養寵物之園區科技產業從業單身人士前來參觀比較，並選擇入住。請聯絡屋主李先生 0936-663-567或 E-mail：htlee101@ms27.hinet.net屋主建議 : 找到適合的物件不容易，要找到滿意的物件更難! 請大家先參考附近其他物件後再約看本物件，明顯的差異會讓您更輕鬆做出決定，歡迎大家抽空賞屋。謝謝!
附近有便利商店、傳統市場、公園綠地、醫療機構、夜市。
本房屋近西湖圖書館站公車站、瑞光港墘路口公車站、港墘捷運站捷運站。",0936-663-567,男女皆可,Taipei,yes
,頂樓加蓋溫馨大雅房.採光通風.環境優,7800,7800,https://rent.591.com.tw/rent-detail-12413217.html,內湖區文德路22巷68號,,,無,仲介: 王先生 (收服務費),No,"冰箱, 洗衣機, 冷氣, 熱水器, 床, 衣櫃, 網路, 桌椅",雅房,7坪,頂層加蓋/5F,公寓,12413217,2022-04-25,"租含水費.網路.第四台弘福房屋王先生0936-107-106
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近文德路公車站、港墘捷運站。",0936-107-106,男女皆可,Taipei,no
,大空間!高CP值~租屋首選~,16000,16000,https://rent.591.com.tw/rent-detail-12398584.html,北投區泉源路,,,,屋主: 呂先生 (仲介勿擾),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 沙發, 桌椅, 陽台",獨立套房,16坪,1F/7F,公寓,12398584,2022-04-25,"~~~全面禁菸＼禁寵物~~~**房東自租,不收服務費,歡迎提早預約賞屋**若看屋合適，隨時可入住及可現簽請洽房東 0913-795-588 呂先生誠心徵求富公德心道德感守法守秩序的租屋族進住房東規劃設計一個最經濟．最優質．最安全．最溫馨．最舒適．最像家的居住環境★環境：旁邊還有綠地公園鳥語花香處處綠意盎然隨時享受芬多精附近生活機能超級便利下樓就有早餐店、便利商店、各式小吃店還有各大賣場生活機能超便利，完全不用再煩惱食、衣、行、住的問題環境與住家都是你最佳的選擇附註事項:1.禁養寵物不得聚賭吸毒嗑藥一發現報警並以違約論處2.入住者需經當地管區查詢有無犯罪記錄並流動人口登記3.入住年齡限滿20歲不得超過45歲4.以上限制敬請見諒以上要求敬請合作謝謝您
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。",0913-795-588,男女皆可,Taipei,yes
,捷運中山站5分鐘電梯大樓新裝潢套房05,13500,14500,https://rent.591.com.tw/rent-detail-12426068.html,中山區長春路20號,調和大樓,,"1,000元/月",代理人: 施先生,No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 沙發, 桌椅, 電梯",獨立套房,7坪,5F/10F,電梯大樓,12426068,2022-04-25,"中山北路口　新裝潢　套房屋主自租　環境單純　電梯大廈(有管理員)水泥隔間　隔音極佳　採光良好　管理完善　電費依獨立電表按台電費率計費交通便利　生活機能方便　附近有7-11　新光三越近中山捷運站，新光百貨，欣欣影城，LV旗艦店，晶華酒店…等交通：國賓飯店 (公車站) 2分鐘      中山捷運站 5分鐘      台北火車 15分鐘提供設備：冷氣、冰箱、電視、第四台、沙發、茶几、洗衣機、熱水器、網路等管理費 1000/月光纖網路費 400/月
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近國賓飯店公車站、中山捷運站、台北火車站。",0921-101-567,男女皆可,Taipei,no
,天母新光三越旁，1房1廳格局，乾溼分離,16900,16900,https://rent.591.com.tw/rent-detail-12464766.html,士林區忠誠路二段178巷,中山北路，士東路，天母西路，德行東路,,無,仲介: 莊先生 (收服務費),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 沙發, 桌椅",獨立套房,9坪,1F/4F,公寓,12464766,2022-04-25,"天母生活圈，天母運動公園，美國學校，生活機能佳洗烘衣機共用，裝潢新穎，衛浴乾溼分離超大空間，開放式一房一廳一衛恒佳房屋 莊先生 0984-390-705 LINE ID:bruce700805
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構。",0984-390-705,男女皆可,Taipei,no
,南京復興站8分，全新裝潢，廚房，前後陽台,38500,38500,https://rent.591.com.tw/rent-detail-12421573.html,松山區八德路二段366巷,復興南路，長安東路，,,無,仲介: 莊先生 (收服務費),,"冷氣, 熱水器, 天然瓦斯, 2陽台",3房2廳1衛,27.66坪,4F/4F,公寓,12421573,2022-04-25,"空間寬敞，生活機能佳，瓦斯爐可炊煮近微風廣場，臺安醫院，敦化國小全新冷氣*4，全新廚房設備恒佳房屋 莊先生 0984-390-705 LINE ID:bruce700805
附近有便利商店、傳統市場、百貨公司、公園綠地、醫療機構、學校、夜市。
本房屋近南京捷運站、小巨蛋捷運站、忠孝捷運站。",0984-390-705,,Taipei,no
x,劍南路捷運站/美麗華/機能住辦/租金含稅,28000,32367,https://rent.591.com.tw/rent-detail-12410900.html,中山區明水路,,費用另計,"1,867元/月",仲介: 蔡先生 (收服務費),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 天然瓦斯, 電梯, 機械車位",開放式格局,15.4坪,4F/9F,電梯大樓,12410900,2022-04-25,"Line ID:a0912315517此物件主要用途:商業用，土地使用分區:商業區(供一般商業使用,不得作住宅使用)。實際用途:住辦使用。◆交通：劍南路捷運站約650公尺~大直捷運站約650公尺***********小叮嚀：帶看辛苦~成交後均會收取服務費***********讓最專業最有熱誠的經理人替您服務☆☆☆☆☆看屋請提前電話預約☆☆☆☆☆經紀業：大三通不動產有限公司經紀人:102年新北經字002714號照片提供參考~如有變動~以現場為主~管理費社區偶會調整~管理費以最後簽約當下為準
本房屋近劍南路捷運站、大直捷運站。",0912-315-517,男女皆可,Taipei,no
,❤林森商圈❤電梯美居❤陽台.乾濕分離,15500,15500,https://rent.591.com.tw/rent-detail-12464858.html,中山區林森北路107巷,依現場標示,,,仲介: 林先生 (收服務費),Yes,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 天然瓦斯, 沙發, 桌椅, 陽台, 電梯",獨立套房,8坪,7F/7F,電梯大樓,12464858,2022-04-25,"近中山捷運站  交通便利  生活機能熟室內空間寬敞 有陽台採光通風好附家電家具  隨時可入住歡迎來電  專線:0965-003-690  林先生  可加 LINE ID: jack05090813 經紀人:余錫光(93)北市經證字00973號
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。",0965-003-690,男女皆可,Taipei,no
,南港捷運站/三鐵共構/漂亮4房+平面車位,48800,52315,https://rent.591.com.tw/rent-detail-12479979.html,南港區興中路56巷,,,"3,515元/月",仲介: 蔡先生 (收服務費),Yes,"冷氣, 熱水器, 天然瓦斯, 沙發, 1陽台, 電梯, 平面車位",4房2廳2衛,40.8坪,3F/17F,電梯大樓,12479979,2022-04-25,"Line ID:a0912315517超值好案~錯過不再◆特色：靜巷4房+平面車位~近南港火車站~捷運站~高鐵站~交通便捷~生活機能佳◆交通：南港捷運站約450公尺~南港火車站約450公尺***********小叮嚀：帶看辛苦~成交後均會收取服務費***********☆☆☆☆☆看屋請提前電話預約☆☆☆☆☆經紀業：大三通不動產有限公司經紀人:102年新北經字002714號照片提供參考~如有變動~以現場為主~管理費社區偶會調整~管理費以最後簽約當下為準
本房屋近南港捷運站、南港火車站。",0912-315-517,男女皆可,Taipei,no
x,行天宮MRT/榮星花園/靜巷美裝潢2房,40000,45688,https://rent.591.com.tw/rent-detail-12482512.html,中山區建國北路三段,,費用另計,"3,188元/月",仲介: 蔡先生 (收服務費),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 沙發, 電梯, 機械車位",2房2廳1衛,24.5坪,3F/14F,電梯大樓,12482512,2022-04-25,"Line ID:a0912315517超值好案~錯過不再◆特色：榮星花園旁~保全管理~垃圾集中~附家具家電可直接入住◆交通：行天宮捷運站約950公尺***********小叮嚀：帶看辛苦~成交後均會收取服務費***********☆☆☆☆☆看屋請提前電話預約☆☆☆☆☆經紀業：大三通不動產有限公司經紀人:102年新北經字002714號照片提供參考~如有變動~以現場為主~管理費社區偶會調整~管理費以最後簽約當下為準
本房屋近行天宮捷運站。",0912-315-517,男女皆可,Taipei,no
,南京三民捷運/民生圓環/新裝潢1房,24500,25930,https://rent.591.com.tw/rent-detail-12486583.html,松山區民生東路五段,,,"1,430元/月",仲介: 蔡先生 (收服務費),No,"冷氣, 熱水器, 天然瓦斯, 1陽台, 電梯",1房1廳1衛,14坪,6F/16F,電梯大樓,12486583,2022-04-25,"Line ID:a0912315517超值好案~錯過不再~有廚房沒有瓦斯爐~不能開火◆特色：新整理(大部分)~靜巷1房~附冷氣~民生圓環上~交通機能佳◆交通：南京三民捷運站約950公尺***********小叮嚀：帶看辛苦~成交後均會收取服務費***********☆☆☆☆☆看屋請提前電話預約☆☆☆☆☆經紀業：大三通不動產有限公司經紀人:102年新北經字002714號照片提供參考~如有變動~以現場為主~管理費社區偶會調整~管理費以最後簽約當下為準
本房屋近南京三民捷運站。",0912-315-517,男女皆可,Taipei,no
,大安森林公園MRT/正面公園/奢華美4房,78800,81678,https://rent.591.com.tw/rent-detail-12370224.html,大安區建國南路二段,,,"2,878元/月",仲介: 蔡先生 (收服務費),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 天然瓦斯, 沙發, 桌椅, 1陽台, 電梯",4房2廳2衛,43坪,10F/12F,電梯大樓,12370224,2022-04-25,"Line ID:a0912315517超值好案~錯過不再◆特色：大安森林公園第一排~精緻裝潢~高檔家具家電~稀有四房~邊間~保全管理~垃圾集中◆交通：大安森林公園捷運站約250公尺~大安捷運站約500公尺***********小叮嚀：帶看辛苦~成交後均會收取服務費***********☆☆☆☆☆看屋請提前電話預約☆☆☆☆☆經紀業：大三通不動產有限公司經紀人:102年新北經字002714號照片提供參考~如有變動~以現場為主~管理費社區偶會調整~管理費以最後簽約當下為準
本房屋近大安森林公園捷運站、大安捷運站。",0912-315-517,男女皆可,Taipei,no
,西門町捷運站全新裝潢高級電梯開運套房出租,13000,13000,https://rent.591.com.tw/rent-detail-12392379.html,萬華區漢口街二段20巷11號,西門町龍府大廈,,,屋主: 邱先生 (仲介勿擾),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 桌椅, 陽台",獨立套房,11坪,4F/6F,電梯大樓,12392379,2022-04-25,"西門町捷運站全新裝潢高級電梯開運套房出租-屋主自租，價錢可談絕對讓您滿意水費,大樓管理費,公共電費,有線電視費,12M光纖網路費全包.一、交通超方便有，有超過十幾個公車站，西門捷運站，近台北火車站。二、位於在西門町，生活機能佳多，附近多家知名餐飲，多家便利超商，麥當勞，肯德基，更有三家誠品書局及商場，萬華運動中心，西門智慧圖書館及多家電影戲院在附近。三、巷內美華泰流行生活館後面，95樂府樓上，非常安靜,生活環境佳，使用面積超過12坪以上，兩人承租省很大，一人承租生活品質更優，歡迎上班族承租。四、全新裝潢如飯店式，保證房間消毒清潔並新油漆過，全新雙人彈簧床布面由工廠直接訂製並由手工師傅量身縫製，套房內包含有各種設備如有50M光纖網際網路含無線寬頻網路、熱水器、飲水機、電視、冷氣機、電冰箱、洗衣機、第四台、雙人彈簧床、梳裝臺, 、椅子、衣櫥等。五、格局方正，室內空間寬敞，剛裝潢完畢，高級拋光石英磚，水泥隔間，獨立門戶及電錶電箱，擁有兩個對外窗，採光好、通風佳、地理位置棒、風水好、超方便、超便宜、方位順、簡約奢華、空間寬敞，看屋滿意後，住了心情好，學業事業一帆風順鴻圖大展。意者請電0919304758, 0933304759 或 0910389030 或 (02)23047588  邱先生 ︻地址：台北市漢口街2段20巷11號4樓︼； 看屋廉價請注意:因拍攝角度會有空間大小認知的誤差，房屋坪數含公共曬衣間,請務必至現在做看屋確認可以符合需求. 謝謝
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近十多條公車站、西門捷運站、台北火車站。",0910-389-030,男女皆可,Taipei,yes
,三合街雅緻三房出租~僑茂不動產洪孟君,56000,65500,https://rent.591.com.tw/rent-detail-12425531.html,北投區三合街82巷,豐禾,費用另計,"7,000元/月",仲介: 洪孟君 (收服務費),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 天然瓦斯, 沙發, 桌椅, 2陽台, 電梯, 平面車位",3房2廳1衛,40坪,7F/9F,電梯大樓,12425531,2022-04-25,"北投三合街周遭規劃為奇岩生態重劃區，低密度開發的純住宅建築高度和樓層都有限制 且有一定棟距 隱私度高此出租案為屋主用心裝潢的住家 邊間 採光通風極佳客廳舒適 整面牆的收納空間 物品放置不凌亂三個房間都有對外窗 浴室乾溼分離設置 也有對外窗不怕潮濕廚房全套白色廚具高雅 收納也非常齊全社區保全管理 另有華麗的接待室 健身房 宴客廳可使用社區 一層三戶  二部電梯  純住宅 住戶單純找尋能好好照顧愛屋的租客  另有平面車位出租 僑茂不動產 民國80年成立 在地經營超過30年 僑茂房屋仲介股份有限公司 新生營業處經紀人：林武龍 91年北縣字第000583號 
附近有便利商店、傳統市場、公園綠地、學校、醫療機構。
本房屋近奇岩捷運站。",0910-950-057,男女皆可,Taipei,no
,★漱夏行館樓中樓河岸美邸★住商-劉小姐,68000,73763,https://rent.591.com.tw/rent-detail-12441435.html,南港區松河街,,,"5,763元/月",仲介: 劉小姐 (收服務費),Yes,"2陽台, 電梯, 平面車位",4房2廳3衛,54.27坪,9F/9F,電梯大樓,12441435,2022-04-25,"格局方正，視野開闊明亮河岸美邸，心曠神怡，客廳挑高氣派近公園綠地，休閒放鬆好去處近北流音樂中心、南港車站、家樂福尋找有緣人入住，即刻預約賞屋～歡迎長租優質客戶～~歡迎來電賞屋~0909-959-969劉小姐【經紀業名稱】住商不動產－忠孝統領加盟店  ★吉聯不動產股份有限公司★經紀人證號：（９４）北縣經紀字第１０５５號～請注意，以上照片如有街景，為物件附近環境介紹，非物件本身～
附近有公園綠地。",0909-959-969,男女皆可,Taipei,no
,晶華商圈飯店式管理住戶單純機能強,23000,23000,https://rent.591.com.tw/rent-detail-12405461.html,中山區林森北路,,,,仲介: 陳先生 (收服務費),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 桌椅, 陽台, 電梯",獨立套房,10.44坪,9F/15F,電梯大樓,12405461,2022-04-25,"晶華商圈旁  高樓層  戶數單純   24H管理--租金 23000  租金包含管理費-租約一年起  押金兩個月  歡迎正職工作者---※注意事項:未能在10天內搬家及簽約者，請別擔誤你的時間。--【漂亮房間不等有緣人，想快入住請拿起電話播過來!】-有問題 想看屋 請來電【歡迎房東來電委託出租】0983-333338 Line/App陳ｒ簽約完成後 會跟您收取一次 50%租金(半個月房租) 的仲介費用。『若暫時無法接聽電話 請誠懇簡訊欲看屋地點與租金 感謝您!!!-大三通不動產  102新北經字第002714號 經紀人 蘇俊吉
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近華泰飯店公車站、中山里公車站、國賓飯店公車站、雙連捷運站、中山國小捷運站。",0983-333-338,男女皆可,Taipei,no
