mark,title,price,price_adjusted,link,addr,社區,車位費,管理費,poster,養寵物,提供設備,格局,坪數,樓層,型態,id,fetched,desc,連絡電話,性別要求,城市,屋主自行刊登
,近徐匯捷運站（五星級大套房),12500,12500,https://rent.591.com.tw/rent-detail-12392286.html,蘆洲區三民路26巷,園中天,,,屋主: 陳小姐,No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 沙發",獨立套房,10坪,10F/14F,電梯大樓,12392286,2022-04-25,"★坪數約10坪 超大使用空間 有別於一般套房★全套個人衛浴設備，安全的門戶！！ ★水泥隔間，精緻獨立銅門，兼顧安全及隔音！！★硬體設備：RC磚造 , 防火建材 (絕無木頭間喔 ! ) 最頂極的建材 ! 進口家電 , 全套頂極時尚裝璜家俱 ! 一卡皮箱立可進住 , 適合追求生活品質的您喔 ! 獨立個人衛浴、拋光石英磚、 彈簧床組、全新冷暖氣機、衣櫃、書桌、、冰箱、32吋液晶電視、飲水機、獨立個人電表、24小時防盜錄影、每 房均有獨立對外窗及獨立門鎖……等等，整體設計具有飯店水準。 ★軟體設備：有線第四台、超大頻寬網路設備......等等。 ★環境：位於巷內，安靜，不吵雜、小吃店、飲料店、附近也有傳統市場、美容院、市立圖書館、公園，……生活機能相當方便。★租金：12500（包含水費、網路費、第四台、清潔費…不再另外加錢）~~看屋請攜帶工作識別證或名片，租金有優惠！ ★押金：兩個月。 ★電費：個人獨立電錶，用多少算多少，決不讓您吃虧！ ★限有正當行業的上班族或學生！限女生或是情侶一起住喔！！ ★有問題可以在“答與問”中先提出，要預約看屋！！請直接來電：0980-008-613陳小姐.C
附近有便利商店、學校。",0980-008-613,男女皆可,Taipei,yes
,近捷運優質住宅,23000,23000,https://rent.591.com.tw/rent-detail-12468747.html,三重區永福街58巷1弄4號,永福華廈,,,屋主: 林先生 (仲介勿擾),No,"洗衣機, 冷氣, 熱水器, 床, 衣櫃, 椅子, 1陽台, 電梯, 平面車位",1房1廳1衛,17坪,1F/5F,電梯大樓,12468747,2022-04-25,"居住環境:                坐北朝南採光佳，含一個平面車位           落地窗，中秋烤肉，種種花花草草，想養貓養狗（只限一隻)                環境清幽安靜單純，治安良好                廚房可開伙（但限電鍋．烤箱．微波爐等等電器用品）                提供基本家俱，房間客廳各一台冷氣，儲熱式電熱水器                後陽台可曬衣服冬被等等生活機能:                兩座公園綠地，全聯，７－１１，傳統市場，速食店，徐匯廣場，銀行，診所醫院，手搖杯，雞排消夜等等商家皆在附近                如有朋友開車前來，旁邊國小跟公園皆有公共地下停車場可臨停交通:                鄰近徐匯中學，三和國中捷運站，走路不用１０分鐘，國小旁邊有ＵＢＩＫＥ站，騎腳踏車去更快                搭乘３９號公車去台北車站平均２０分鐘聯絡:                如要約看屋請約假日或是平日晚間７點過後，謝謝
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近幸福戲院公車站、三和國中捷運站、徐匯中學捷運站。",0933-137-705,男女皆可,Taipei,yes
,頂級商旅套房裝潢。僅存2間,12500,12500,https://rent.591.com.tw/rent-detail-12395381.html,板橋區南雅西路一段,,,無,屋主: 陳先生 (仲介勿擾),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 桌椅",分租套房,6坪,2F/5F,公寓,12395381,2022-04-25,"交通方便  臨近南雅夜市  走路10分鐘到捷運站 提供完善安全的   門禁監視系統走道裝有24小時紅外線監視系統  安全第一飯店式商旅裝修     完善的儲物空間乾濕分離的衛浴    4合1浴室乾燥機垃圾代收 免追垃圾車提供網路      戴森吸塵器  水波爐冰箱  洗衣機  烘衣機  吊隱式空調
附近有便利商店、公園綠地、夜市。",0986-851-077轉1587190,男女皆可,Taipei,yes
,採光明亮舒適宅邸,25000,25000,https://rent.591.com.tw/rent-detail-7304154.html,樹林區中山路一段152號,美麗人生,,,屋主: 魏先生 (仲介勿擾),No,"洗衣機, 冷氣, 熱水器, 衣櫃, 天然瓦斯, 1陽台, 電梯",2房2廳2衛,37坪,5F/12F,電梯大樓,7304154,2022-04-25,"交通便利,民生採買方便,生活機能佳
附近有便利商店、傳統市場、學校、醫療機構、夜市。
本房屋近樹林火車站。",0953-923-285,男女皆可,Taipei,yes
,雅房出租設備俱全歡迎電洽看房,5500,5500,https://rent.591.com.tw/rent-detail-12345927.html,中和區忠孝街55巷,,,,屋主: 楊小姐 (仲介勿擾),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 沙發, 桌椅, 陽台",雅房,7坪,頂層加蓋/5F,公寓,12345927,2022-04-25,"頂加大雅房房間內附獨立筒新雙人床墊,電腦桌,電腦椅,床頭櫃,檯燈,三門衣櫃,冷氣,電扇(公用空間客廳:42吋液晶電視,第四台,藤製家具,冰箱,洗衣機,陽台晾衣處,熱水器,水壺)包含水費一只皮箱即可入住
附近有便利商店、傳統市場、學校、夜市。
本房屋近270公車站、249公車站、南勢角捷運站。",0927-611-711,男女皆可,Taipei,yes
,鬧區稀有平面車位,2800,2800,https://rent.591.com.tw/rent-detail-12453846.html,板橋區富山街109巷,,,,屋主: 吳太太 (仲介勿擾),,,2坪,路邊,平面式,最短租期一年,12453846,2022-04-25,因車輛進入的巷弄略嫌狹窄，較適合1800cc以下的車型停放,0932-121-325,,Taipei,yes
,~全新家電~採光大陽台~兩房一廳,13800,13800,https://rent.591.com.tw/rent-detail-12395999.html,板橋區光華街19巷,,,無,屋主: 賴先生,No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 沙發, 桌子, 1陽台",2房1廳1衛,18坪,4F/4F,公寓,12395999,2022-04-25,"您的須求我們完全感受的到，給您不一樣的的感覺~邀您入住全新溫馨居~離塵不離城:給您完全的住家生活品質，住戶簡單居家安全鬧中取靜的生活水準~房東用心住戶放心:乾淨整潔屋況，歡迎入住一同感受新的生活品質~設備完善居家安全:從居家至房間備有三道關卡讓您住的安心又安全~優質屋況:給您完全的私人陽台、超大落地窗隔熱窗簾、仿木地磚、雙人皮沙發~以前唸書租房子~我常在想為什麼租房子就一定是租房子，為什麼就不像家裡的舒適，若有一天我有房子出租時，我會希望每一位房客都有回家住的感覺~歡迎您來電看屋，一同感受回家的感覺~
附近有便利商店、傳統市場、公園綠地、夜市。
本房屋近林家花園公車站、府中捷運站。",0986-851-077轉1587217,男女皆可,Taipei,yes
,近輔大捷運女生優質套房,8500,8500,https://rent.591.com.tw/rent-detail-12417134.html,新莊區中正路,輔大工商城,,,屋主: 葉小姐 (仲介勿擾),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 桌椅",獨立套房,6.5坪,3F/3F,透天厝,12417134,2022-04-25,"輔大校門約50米輔大捷運約80米社區門口24H警衛1.內含網路/水費/第四台費用2.便利商店/生活用品店齊全3.女生個人套房環境單純* 不可分租
附近有便利商店、公園綠地、醫療機構、學校。",0986-851-077轉1589114,限女生,Taipei,yes
,現代時尚風情住宅捷運3分鐘,18000,18000,https://rent.591.com.tw/rent-detail-12464863.html,永和區復興街32巷,,,無,屋主: 黃先生,No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 天然瓦斯, 沙發, 桌椅, 陽台",獨立套房,11坪,1F/5F,公寓,12464863,2022-04-25,"鬧區中的桃花源一樓前庭後院免爬高永和頂溪捷運3分鐘 附近生活機能佳,知名連鎖店全在住家附近. 20多線公車和捷運四通八達 套房中的極品 不用自己買屋裝璜,附全套家電高級家具,租比買更划算. 房型: 1房+客廳+吧台+乾溼分離浴室 有獨立晒衣場和獨立洗衣機及40吋液晶電視 總水源裝過濾器,硬水變軟水,不但喝的安心 ,連洗澡洗衣都放心.連小細節都幫您貼心考量.真的比住自己家還享受喔! 喜歡的朋友要趕快喔! 歡迎看屋屋主自租
附近有便利商店、傳統市場、百貨公司、公園綠地、醫療機構、學校、夜市。",0935-912-840,男女皆可,Taipei,yes
,三重捷運650尺有裝潢,14000,14000,https://rent.591.com.tw/rent-detail-12453898.html,三重區永福街46巷,,,無,仲介: 廖先生 (收服務費),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 桌椅, 陽台",分租套房,10.5坪,5F/5F,公寓,12453898,2022-04-25,1 房1廳1衛 公園第一排，機車好停，冷暖一級空調，大空間，獨立洗衣機，大陽台,0920-013-107,男女皆可,Taipei,no
,近捷運採光2樓雅房*2間出租限正職男生,7100,7100,https://rent.591.com.tw/rent-detail-12388392.html,新店區中央路,,,,屋主: 傅先生 (仲介勿擾),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 沙發, 桌椅, 陽台",雅房,5.4坪,2F/5F,公寓,12388392,2022-04-25,"租新店中央路邊間2樓雅房*2間雅房（室友6.2坪）*1間房價7800（另有陽台）於今年四月1日開始起租。雅房（5.4坪）*1間房價71001次預付一年有折價優惠。看房子時間平日晚上或假日全天，請先預約看房時間。硬體特色:1: 家電與傢具用品新穎: 嶄新冷氣配備/32吋奇美電視 /免費第四台 /冰箱(自由選配)/ 床組/ 衣櫃 /書桌椅/電風扇。2: 配置網路線與500M的無線網路 ，非常方便您上網使用。3: 安裝緊實氣密窗， 隔離噪音有隱私。4:免費15公升洗衣機與手洗台， 洗被單免煩惱。5: 有8坪大公共曬衣空間+10坪公共客廳， 曬衣與房客交流都方便。6: 每個房間獨立電錶 (每度5元計算）7:雙衛浴及房間都有對外窗戶， 使用屋外電熱水器 （免付費），既通風且安全。周邊環境 :1: 居2樓免爬高， 生活機能便利，近20坪 公共空間大好使用， 走道公共空間大房屋邊間三面通風，  不會有潮濕與擁擠感覺。2: 住戶素質佳， 皆為正職且個性敦厚好相處愛乾淨之高科技紳士, （工程師，設計師與建築設計師），彼此相處融洽。3: 禁菸（很重要）& 禁養寵物，適合一人住宿，以維護好的居住品質。4：鄰近民權路商圈，耕莘醫院商圈，建國路傳統市場，靠近陽光運動公園，小碧潭風景區，鄰近雙捷運站，樓下30公尺有公車站，食衣住行好方便。
附近有便利商店、傳統市場、百貨公司、公園綠地、醫療機構、學校、夜市。",0937-938-302,男女皆可,Taipei,yes
,三重站-鄰近台北車站、西門町,5500,5500,https://rent.591.com.tw/rent-detail-12395417.html,三重區重新路四段244巷,,,,屋主: 葉先生 (仲介勿擾),No,"洗衣機, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 天然瓦斯, 桌椅",雅房,4坪,5F/5F,透天厝,12395417,2022-04-25,"※限上班族、學生，看房時請出示相關證件!※室內及公共區域全面禁菸!※每位房客皆由房東親自帶看房，請提前來電預約看房!地點位於集美學區(集美國小、三重中學)之安靜巷弄，房型方正都有對外窗，通風採光非常棒，一卡皮箱即可入住1.交通便利-鄰近捷運三重站走路7分鐘(此站為台北捷運、機場捷運轉乘站)、過忠孝橋可到台北車站、過中興橋可到西門町，騎車或大眾交通工具都方便2. 生活機能-樓下就有便利商店、小吃攤十多家，鄰近三重國民運動中心、全聯福利中心、迪卡農、全國電子、特力屋、玫瑰公園、大台北都會公園，適合工作忙碌又愛運動的上班族3.環境整潔-採大樓式管理，每週專人打掃公共區域，提供垃圾集中區服務省下專用垃圾袋開銷，適合無法趕垃圾車的上班族
附近有便利商店、傳統市場、公園綠地、學校、醫療機構。
本房屋近三重國民運動中心公車站、中興橋頭公車站、三重捷運站、台北火車站火車站。",0988-800-902,男女皆可,Taipei,yes
,近(淡水區)真理大學單身小資套房,4800,4800,https://rent.591.com.tw/rent-detail-12477077.html,淡水區新民街152巷,,,無,代理人: 林先生,No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 沙發, 桌椅",分租套房,5坪,3F/3F,公寓,12477077,2022-04-25,"有對外窗,採光通風佳, 房內有窗台可晾衣服近真理大學,走路到校5分鐘近公車站牌,附近生活機能便利如需看房請提早約時間, 謝謝配合可先加line詢問line ➡️林先生 milk8888李小姐 mylove526電話➡️林先生0958220196李小姐0920260831圖一、圖二（4800元/月）押金2個月圖三（4000元/月）押金2個月附網路第四台，水電費另計
附近有便利商店、傳統市場、百貨公司、公園綠地、醫療機構、學校、夜市。",0958-220-196,男女皆可,Taipei,no
,"水岸景觀房,近學區藝文特區,全新屋",35000,35000,https://rent.591.com.tw/rent-detail-12395993.html,板橋區環河西路五段,新月天地,,,代理人: 王先生,No,"冷氣, 熱水器, 天然瓦斯, 2陽台, 電梯, 平面車位",2房1廳2衛,38.7坪,11F/19F,電梯大樓,12395993,2022-04-25,"*因代理人本人另有正職，平日上午8點至晚上6點間較不方便接聽電話，如有興趣看房，請先加Line留言，謝謝您。全新電梯大樓，位於高檔、優質社區內，24小時保全管理系統。房間：加大客廳，每間房間皆有對外窗，分離式衛浴，YKK氣密窗、前陽台可瞭望新月橋美景，後陽台可晾衣。社區公設：水岸休閒宅，公共設施多元，歐洲中庭花園的景觀設計，社區內設有交誼廳、會議室、視聽室、健身房、親子娛樂室等。周邊：附近有便利商店、全聯、多樣美食且鄰近板橋果菜批發市場，近435藝文特區、國光國小及板橋國中，離新月橋步行約3分鐘，新莊廟街步行約10 分鐘，社區門口設有Ubike，機能非常完善！交通：步行1分鐘即有ubike、2分鐘到公車站。
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、夜市。
本房屋近新月橋公車站、板橋捷運站、板橋火車站。",0920-823-622,男女皆可,Taipei,no
,府中捷運新套房~獨立洗衣機和免追垃圾車,14500,14500,https://rent.591.com.tw/rent-detail-12430028.html,板橋區光華街,,,無,仲介: 楊先生 (收服務費),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 桌椅",分租套房,10坪,4F/5F,公寓,12430028,2022-04-25,"府中捷運站走路約8分對面就是林家花園走路5分內可到全聯/運動場/板小/黃石市場採買/購物/運動/交通 超便利😀😀😀😀😀😀😀😀😀😀😀😀😀😀半年前全新裝潢 含家電家俱(雙人床組,沙發,茶几.鞋架)冰箱/電視/洗衣機/冷氣/電熱水器大片窗戶,採光超好包含水費/第四台網路/獨立洗衣機(在頂樓)電費1度5元禁養寵物有專門放置垃圾處.不用追垃圾車成交收取半個月佣金 ◎歡迎預約看屋洽21世紀不動產    江小姐◎手機0983-545-855◎ line  I D 0983545855 (線上詢問也可以)必定竭誠為您服務營業員證號 (100)登字第183938號CENTURY 21~ 板橋特區特許加盟店板橋區文化路一段253號安鑫地產有限公司經紀人彭美齡(95)北縣字第001253號【以上資料若有誤,以地政機關登記為準物件屋齡係以建築完成日及建物測量日推算,與實際屋齡可能有出入照片如為街景,為物件附近環境介紹之參考圖,物件仍以房屋實際現況為準】
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構。
本房屋近307公車站、府中捷運站。",0926-835-858,男女皆可,Taipei,no
,鄰近雙捷運全新方正兩房+車位出租,33000,38024,https://rent.591.com.tw/rent-detail-12392277.html,三重區疏洪東路一段,春和景明,費用另計,"2,524元/月",仲介: 施小姐 (收服務費),No,"冷氣, 天然瓦斯, 1陽台, 平面車位",2房2廳1衛,24.1坪,8F/13F,電梯大樓,12392277,2022-04-25,"鄰近雙捷運-機捷A2站及中蘆線捷運三重站臨近大台北都會公園-休閒好去處採買購物便利-有全聯福利中心、傳統市場交通便利-中興橋、忠孝橋、台北橋、新北大橋、64快速道路、環快-超方便嶄新交屋/方正兩房/採光棒社區設施完善/管理森嚴永慶不動產-重新集美店(筌富不動產經紀有限公司)(吳承謹)(97)新北經字第001705號★★★歡迎看屋★★★
附近有便利商店、傳統市場、公園綠地、學校、醫療機構。
本房屋近三重站公車站、三重站捷運站、台北火車站火車站。",0933-225-882,男女皆可,Taipei,no
,採光明亮舒適宅邸,25000,25000,https://rent.591.com.tw/rent-detail-7304154.html,樹林區中山路一段152號,美麗人生,,,屋主: 魏先生 (仲介勿擾),No,"洗衣機, 冷氣, 熱水器, 衣櫃, 天然瓦斯, 1陽台, 電梯",2房2廳2衛,37坪,5F/12F,電梯大樓,7304154,2022-04-25,"交通便利,民生採買方便,生活機能佳
附近有便利商店、傳統市場、學校、醫療機構、夜市。
本房屋近樹林火車站。",0953-923-285,男女皆可,Taipei,yes
,優質電梯套房(近永安市場捷運站),8300,8300,https://rent.591.com.tw/rent-detail-12405855.html,永和區得和路,,,,代理人: 邱先生,No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 天然瓦斯, 桌椅, 電梯",分租套房,5坪,4F/7F,電梯大樓,12405855,2022-04-25,"優質學生、上班族電梯套房 緊鄰四號公園(中央圖書館)旁  交通便利 近捷運站 電梯華廈 採光佳 有對外窗 獨立電錶 地標永和國小、秀朗國小、秀山國小、台灣大學、台灣科技大學、世新大學、愛買永和店、台灣師範大學。近秀朗橋、福和橋、永福橋、中正橋。公車至公館僅四站，步行6分鐘至永安市場捷運站，騎車至台大或台科大約7分鐘，步行50秒至四號公園，永和國小大型停車場步行3分鐘。公車站262、624、670、242、249、208、248、板橋51、214、227、331（得和路口站）207、672、橘2、板基（得和路站）飲食半公里之內有很多好吃的店家約50-100間的小吃以上、7-11、寶雅、屈臣氏、全國電子、傳統市場及黃昏市場、全聯福利社、郵局、銀行、中央圖書館、運動公園、捷運站、餐廳、小吃…等生活機能超優。休閒步行50秒到達『永和四號公園』，步行2分鐘到達『智光商圈』，步行3分鐘到達『國立中央圖書館』，步行8分鐘到達『傳統市場及黃昏市場』。獨棟電梯大廈，攝影監控，磁扣刷卡進出，環境幽雅，生活機能佳，採光通風佳，有對外窗戶，水泥隔間，交通便利，公車至公館僅四站，捷運永安站走路6分鐘~床、書桌、椅子、衣櫥、冷氣、洗衣機、烘乾機、飲水機、冰箱、ADSL等設備齊全全棟禁養寵物、禁煙及打麻將，環境優美！房客單純！歡迎看屋！
附近有便利商店、傳統市場、公園綠地、學校、醫療機構、夜市。
本房屋近得和路公車站、得和路(中正路口)公車站、永安市場捷運站。",0986-851-077轉1588387,男女皆可,Taipei,no
,板橋旅館大套房，可日租、周租、月租免押金,18000,18000,https://rent.591.com.tw/rent-detail-12464850.html,板橋區南門街61號,環球大樓,,,屋主: 陳先生 (仲介勿擾),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 天然瓦斯, 沙發, 桌椅, 電梯",獨立套房,12坪,13F/16F,電梯大樓,12464850,2022-04-25,"1.交通便利，府中捷運站步行三分鐘2.空間寬敞舒適。3.液晶電視、無線網路、冰箱，設備齊全4.房租已包括電費、水費、瓦斯費、管理費、第四台、網路費5.可日租、周租、月租、年租，彈性方便6.客房無炊具，不能開伙7.單人套房日租平日最低600元整。8.月租單人18000，雙人20000，三人24000，四人28000。
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。",0936-210-781,男女皆可,Taipei,yes
,"板橋華江優質套房,附全傢俱,近江翠捷運站",5900,5900,https://rent.591.com.tw/rent-detail-12385989.html,板橋區民治街57巷,,,無,屋主: 李先生 (仲介勿擾),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 天然瓦斯, 桌椅",獨立套房,4.5坪,頂層加蓋/5F,公寓,12385989,2022-04-25,"步行至江子翠捷運5號出口約12分鐘巷口便利商店林立近華江橋，民治街市場，音樂公園，附近商家眾多附公用飲水機、烘(乾)衣機,、代收垃圾（免費)請洽：0922896458(李先生)
附近有便利商店、傳統市場、公園綠地、學校、夜市。
本房屋近板南線江子翠捷運公車站。",0922-896-458,男女皆可,Taipei,yes
,近徐匯捷運站（五星級大套房),12500,12500,https://rent.591.com.tw/rent-detail-12392286.html,蘆洲區三民路26巷,園中天,,,屋主: 陳小姐,No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 沙發",獨立套房,10坪,10F/14F,電梯大樓,12392286,2022-04-25,"★坪數約10坪 超大使用空間 有別於一般套房★全套個人衛浴設備，安全的門戶！！ ★水泥隔間，精緻獨立銅門，兼顧安全及隔音！！★硬體設備：RC磚造 , 防火建材 (絕無木頭間喔 ! ) 最頂極的建材 ! 進口家電 , 全套頂極時尚裝璜家俱 ! 一卡皮箱立可進住 , 適合追求生活品質的您喔 ! 獨立個人衛浴、拋光石英磚、 彈簧床組、全新冷暖氣機、衣櫃、書桌、、冰箱、32吋液晶電視、飲水機、獨立個人電表、24小時防盜錄影、每 房均有獨立對外窗及獨立門鎖……等等，整體設計具有飯店水準。 ★軟體設備：有線第四台、超大頻寬網路設備......等等。 ★環境：位於巷內，安靜，不吵雜、小吃店、飲料店、附近也有傳統市場、美容院、市立圖書館、公園，……生活機能相當方便。★租金：12500（包含水費、網路費、第四台、清潔費…不再另外加錢）~~看屋請攜帶工作識別證或名片，租金有優惠！ ★押金：兩個月。 ★電費：個人獨立電錶，用多少算多少，決不讓您吃虧！ ★限有正當行業的上班族或學生！限女生或是情侶一起住喔！！ ★有問題可以在“答與問”中先提出，要預約看屋！！請直接來電：0980-008-613陳小姐.C
附近有便利商店、學校。",0980-008-613,男女皆可,Taipei,yes
,近捷運採光2樓雅房*2間出租限正職男生,7100,7100,https://rent.591.com.tw/rent-detail-12388392.html,新店區中央路,,,,屋主: 傅先生 (仲介勿擾),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 沙發, 桌椅, 陽台",雅房,5.4坪,2F/5F,公寓,12388392,2022-04-25,"租新店中央路邊間2樓雅房*2間雅房（室友6.2坪）*1間房價7800（另有陽台）於今年四月1日開始起租。雅房（5.4坪）*1間房價71001次預付一年有折價優惠。看房子時間平日晚上或假日全天，請先預約看房時間。硬體特色:1: 家電與傢具用品新穎: 嶄新冷氣配備/32吋奇美電視 /免費第四台 /冰箱(自由選配)/ 床組/ 衣櫃 /書桌椅/電風扇。2: 配置網路線與500M的無線網路 ，非常方便您上網使用。3: 安裝緊實氣密窗， 隔離噪音有隱私。4:免費15公升洗衣機與手洗台， 洗被單免煩惱。5: 有8坪大公共曬衣空間+10坪公共客廳， 曬衣與房客交流都方便。6: 每個房間獨立電錶 (每度5元計算）7:雙衛浴及房間都有對外窗戶， 使用屋外電熱水器 （免付費），既通風且安全。周邊環境 :1: 居2樓免爬高， 生活機能便利，近20坪 公共空間大好使用， 走道公共空間大房屋邊間三面通風，  不會有潮濕與擁擠感覺。2: 住戶素質佳， 皆為正職且個性敦厚好相處愛乾淨之高科技紳士, （工程師，設計師與建築設計師），彼此相處融洽。3: 禁菸（很重要）& 禁養寵物，適合一人住宿，以維護好的居住品質。4：鄰近民權路商圈，耕莘醫院商圈，建國路傳統市場，靠近陽光運動公園，小碧潭風景區，鄰近雙捷運站，樓下30公尺有公車站，食衣住行好方便。
附近有便利商店、傳統市場、百貨公司、公園綠地、醫療機構、學校、夜市。",0937-938-302,男女皆可,Taipei,yes
,雅房出租設備俱全歡迎電洽看房,5500,5500,https://rent.591.com.tw/rent-detail-12345927.html,中和區忠孝街55巷,,,,屋主: 楊小姐 (仲介勿擾),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 沙發, 桌椅, 陽台",雅房,7坪,頂層加蓋/5F,公寓,12345927,2022-04-25,"頂加大雅房房間內附獨立筒新雙人床墊,電腦桌,電腦椅,床頭櫃,檯燈,三門衣櫃,冷氣,電扇(公用空間客廳:42吋液晶電視,第四台,藤製家具,冰箱,洗衣機,陽台晾衣處,熱水器,水壺)包含水費一只皮箱即可入住
附近有便利商店、傳統市場、學校、夜市。
本房屋近270公車站、249公車站、南勢角捷運站。",0927-611-711,男女皆可,Taipei,yes
,捷運中和站莊敬路華中橋大潤發,14511,14511,https://rent.591.com.tw/rent-detail-12416902.html,中和區莊敬路49巷,,,無,屋主: 房東 (仲介勿擾),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 沙發, 桌子, 陽台",獨立套房,10坪,5F/5F,公寓,12416902,2022-04-25,"捷運中和站走路10分鐘交通方便 過橋就到台北稀有獨立陽台套房 生活機能超棒 有大潤發 好事多14,511元/月限簽約到2024/05/31一年約15,511元/月另外加600含網路水第四台 流理臺,電磁爐,獨立洗衣機電話服務的時間為上午十一點至下午八點，期待您來電詢問，感謝。Special offer only for leases  to 2024/05/31.monthly rent for 14,511.NTDLeases run for one  year. monthly rent for 15,511.NTDWater fee and Internet  cable fee 600 NTD per monthElectricity change by kWh. 5 NTD. per 1 kWh.Please call for inquiry or booking for viewing the room at 11am~8pm.AS011-D
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。",0986-851-077轉1589089,男女皆可,Taipei,yes
,竹圍捷運發財大店面,42000,43000,https://rent.591.com.tw/rent-detail-12464860.html,淡水區民權路187巷,幸福城,,"1,000元/月",仲介: 葉小姐 (收服務費),No,,開放式格局,53.97坪,1F/5F,公寓,12464860,2022-04-25,"**特色**竹圍捷運、馬偕醫院熱鬧商圈    面寬大店面是各行業商機無限   人潮車潮多財源滾滾來**格局**開放式2衛1廚房2陽台(門口方便停車上下貨)**文教住宅區** 鄰近竹圍國小  台北科技大學   台北藝術大學    馬偕護專**生活機能便利** 近竹圍捷運熱鬧商圈    全聯社    肯德基  看屋熱線~0919337628 ~葉麗卿 《LIEN ID~0919337628》歡迎來電諮詢經紀業名稱：築興不動產有限公司經紀人：盧進和(89)北字縣字第45號營業員：葉麗卿(92)登字第030323號
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近竹圍捷運站公車站、竹圍捷運站捷運站。",0919-337-628,男女皆可,Taipei,no
,板橋文聖街精美套房出租，(近江子翠捷運站,7000,7000,https://rent.591.com.tw/rent-detail-12382710.html,板橋區文聖街149巷,,,無,屋主: 金先生 (仲介勿擾),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 桌椅",分租套房,6坪,5F/5F,公寓,12382710,2022-04-25,"板橋文聖街精美套房出租，(近江子翠捷運站15分鐘)有電子門禁管制進出位學區文聖國小生活機能佳..設備：液晶電視.冰箱.冷氣.家俱.第四台.網路.洗衣設備.房間獨立電表用多少付多少租金: (包含網路、第四台、清理垃圾清潔費，讓您月省一千伍佰)***有請專人清理垃圾，不用自己倒垃圾喔！********特色：(1)房子位文聖街巷內、近江子翠捷運站、文聖國小，交通方便。(2)房子所在環境靜雅、傢俱家電設備全、窗明几淨。隨時可以遷入房間都是重新整理不可以養寵物，不可吸煙看房請先電話連絡
附近有便利商店、傳統市場、百貨公司、公園綠地、醫療機構、學校、夜市。
本房屋近江捷運站。",0986-851-077轉1590937,男女皆可,Taipei,yes
,學勤路景觀好宅,60000,60000,https://rent.591.com.tw/rent-detail-12427772.html,樹林區學勤路,,,,屋主: 楊先生,No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 衣櫃, 天然瓦斯, 沙發, 桌椅, 2陽台, 電梯, 平面車位",4房2廳2衛,54坪,12F/25F,電梯大樓,12427772,2022-04-25,"採光佳 通風好 四季景觀皆不同 靜心舒服好宅
附近有便利商店、公園綠地、學校、醫療機構。",0932-226-369,男女皆可,Taipei,yes
,自強二街優質套房,6000,6000,https://rent.591.com.tw/rent-detail-12416966.html,林口區自強二街,,,無,屋主: 黃先生,No,"冰箱, 洗衣機, 冷氣, 熱水器, 床, 衣櫃, 桌椅, 陽台",分租套房,6坪,3F/5F,公寓,12416966,2022-04-25,"靠醒吾 老街 工業區 樓下有就是便利商店
附近有便利商店、傳統市場、學校。",0933-231-322,男女皆可,Taipei,yes
